definir_nombre_tournois 4
enregistrement_tournoi Londres 2019
Kozyreva_Maria Gutierrez_Maria
Hogenkamp_Richel Yadlapalli_Pranjala
Cepelova_Jana Moratelli_Angelica
Bhunu_Valeria Chanta_Aunchisa
Kolar_Nastja Rodriguez_Victoria
Kuznetsova_Svetlana Romer_Charlotte
Sekulic_Sarah-Rebecca Vecic_Alexandra
Shoshyna_Anastasiya Eikeri_Ulrikke
Kalieva_Elvina Danilovic_Olga
Bogdan_Ana Helgø_Malene
Cristian_Jaqueline Ene_Cristina
Maria_Tatjana Salvi_Linda
Astakhova_Darya Avdeeva_Julia
Zhang_Shuai Jabeur_Ons
Errani_Sara Lindh_Emilie
Liu_Claire Lee_Gabriela
Diatchenko_Vitalia Hosonuma_Chisa
Sanders_Storm Bronzetti_Lucia
Isaeva_Anhzelika Trevisan_Martina
Chavatipon_Charlotte Sakkari_Maria
Khirin_Nicole Jaruskova_Timea
Muguruza_Garbine Georges_Myrtille
Gambogi_Sara Weedon_Andrea
Mertens_Elise Niculescu_Monica
Salden_Lara Bondarenko_Maria
Glushko_Lina Tomic_Sara
Tubello_Alice Grabher_Julia
Kissell_Joelle Craciun_Georgia
Van_Chanelle Silva_Eden
Pera_Bernarda Bejlek_Sara
Cadar_Elena-teodora Kudermetova_Polina
Dabrowski_Gabriela Thandi_Karman
Morgina_Anna Turati_Bianca
Brito_Fernanda Matsuda_Misaki
Okuno_Ayaka Colling_Solymar
Gadecki_Olivia Siniakova_Katerina
Ozaki_Risa Gaspar_Ioana
Osuigwe_Whitney Riske_Alison
Jandakate_Chompoothip Paoletti_Matilde
Nagy_Adrienn Falkowska_Weronika
Kobayashi_Honoka CvetkoviC_Tina
Bains_Naiktha Amiraghyan_Ani
Burdina_Evgeniya Kudermetova_Veronika
Shusharina_Maria Deichmann_Kathinka
Cepede_Veronica Kanev_Kathleen
Armitano_Mathilde Dolehide_Caroline
Ccuno_Romina PantuCkova_Magdalena
Nara_Kurumi Cavalle-Reimers_Yvonne
Gram_Olivia Muramatsu_Chihiro
Lepchenko_Varvara Boisson_Lois
Parry_Diane You_Xiaodi
Ganz_Fiona Martic_Petra
Cheong_Naomi Hu_Victoria
Govortsova_Olga Bernardi_Clothilde 
Andreeva_Erika Bellis_Catherine
Harrison_Catherine Gasanova_Anastasia
Matviyenko_Lisa Kimmelmann_Julia
Juvan_Kaja Maitane_Usue
Da_Gabriella Kazionova_Ekaterina
Siedliska_Natalia Scilipoti_Sebastianna
Rey_Alba Watson_Heather
Benoit_Marie Ghioroaie_Ylona-Georgiana
Charaeva_Alina Celik_Susanne
Zawadzka_Joanna Vanlangendonck_Eliessa
Kozyreva_Maria Hogenkamp_Richel
Cepelova_Jana Bhunu_Valeria
Kuznetsova_Svetlana Kolar_Nastja
Shoshyna_Anastasiya Sekulic_Sarah-Rebecca
Bogdan_Ana Kalieva_Elvina
Cristian_Jaqueline Maria_Tatjana
Zhang_Shuai Astakhova_Darya
Errani_Sara Liu_Claire
Diatchenko_Vitalia Sanders_Storm
Isaeva_Anhzelika Chavatipon_Charlotte
Khirin_Nicole Muguruza_Garbine
Mertens_Elise Gambogi_Sara
Salden_Lara Glushko_Lina
Kissell_Joelle Tubello_Alice
Van_Chanelle Pera_Bernarda
Cadar_Elena-teodora Dabrowski_Gabriela
Brito_Fernanda Morgina_Anna
Gadecki_Olivia Okuno_Ayaka
Ozaki_Risa Osuigwe_Whitney
Jandakate_Chompoothip Nagy_Adrienn
Bains_Naiktha Kobayashi_Honoka
Burdina_Evgeniya Shusharina_Maria
Armitano_Mathilde Cepede_Veronica
Ccuno_Romina Nara_Kurumi
Gram_Olivia Lepchenko_Varvara
Ganz_Fiona Parry_Diane
Govortsova_Olga Cheong_Naomi
Andreeva_Erika Harrison_Catherine
Juvan_Kaja Matviyenko_Lisa
Siedliska_Natalia Da_Gabriella
Rey_Alba Benoit_Marie
Zawadzka_Joanna Charaeva_Alina
Cepelova_Jana Kozyreva_Maria
Shoshyna_Anastasiya Kuznetsova_Svetlana
Bogdan_Ana Cristian_Jaqueline
Errani_Sara Zhang_Shuai
Isaeva_Anhzelika Diatchenko_Vitalia
Khirin_Nicole Mertens_Elise
Kissell_Joelle Salden_Lara
Cadar_Elena-teodora Van_Chanelle
Gadecki_Olivia Brito_Fernanda
Jandakate_Chompoothip Ozaki_Risa
Bains_Naiktha Burdina_Evgeniya
Ccuno_Romina Armitano_Mathilde
Gram_Olivia Ganz_Fiona
Andreeva_Erika Govortsova_Olga
Siedliska_Natalia Juvan_Kaja
Rey_Alba Zawadzka_Joanna
Cepelova_Jana Shoshyna_Anastasiya
Bogdan_Ana Errani_Sara
Isaeva_Anhzelika Khirin_Nicole
Cadar_Elena-teodora Kissell_Joelle
Gadecki_Olivia Jandakate_Chompoothip
Bains_Naiktha Ccuno_Romina
Gram_Olivia Andreeva_Erika
Siedliska_Natalia Rey_Alba
Cepelova_Jana Bogdan_Ana
Isaeva_Anhzelika Cadar_Elena-teodora
Bains_Naiktha Gadecki_Olivia
Siedliska_Natalia Gram_Olivia
Isaeva_Anhzelika Cepelova_Jana
Siedliska_Natalia Bains_Naiktha
Siedliska_Natalia Isaeva_Anhzelika
enregistrement_tournoi New-York 2019
Rogowska_Olivia Mertens_Elise
Mendez_Seone Buyukakçay_Çagla
Bhosale_Rutuja Stadler_Nina
Chang_Kai-chen Kubka_Martyna
Carrillo_Alba Mansouri_Yasmine
Sewing_Sofia Liu_Chang
Sabalenka_Aryna Ng_Taylor
LovriC_Pia Stosur_Samantha
Ramirez_Evita Dulgheru_Alexandra
Hennemann_Caijsa Struplova_Julie
Fernandez_Leylah Gervais_Julie
Stokke_Melanie Peterson_Rebecca
Imanishi_Miharu Raggi_Angelica
Davis_Emma Maitane_Usue
sramkova_Rebecca Alhussein_Lamis
Bondarenko_Kateryna Strakhova_Valeriya
Samir_Sandra Bartunkova_Nikola
Meyer_Luisa Kulikova_Anastasia
Yastremska_Dayana Omae_Akiko
Samavati_Sofia Alexandrova_Ekaterina
Cornet_Alize Kontaveit_Anett
Ying_Fang Catini_Chiara
Minnen_Greet Nguyen_Lucie
Nahimana_Sada Raina_Ankita
Lindh_Emilie Drazic_Mariana
Steur_Julyette Popovic_Ivana
Lacasse_Raphaelle Zhang_Yuxuan
Burel_Clara Cavalle-Reimers_Yvonne
Nefedova_Anastasia Zakharova_Anastasia
Bara_Irina Seguel_Daniela
Pulchartova_Laetitia Pliskova_Karolina
Kerkhove_Lesley Amanmuradova_Akgul
Gerlach_Katharina Yushchenko_Valeriya
Sasnovich_Aliaksandra Friedsam_Anna-Lena
Bouzo_Noelia Cisovska_Romana
Luca_Reka Krawczyk_Desirae
Hsieh_Su-wei Dascalu_Nicoleta
Kolodziejova_Miriam Ibbou_Ines
Sato_Naho Gamiz_Andrea
Inglis_Maddison Ce_Gabriela
Matsuda_Misaki Blinkova_Anna
Brancaccio_Nuria Cako_Jacqueline
Christie_Freya Suarez_Carla
Guo_Meiqi Jang_Su-Jeong
Tomanova_Nikola Schoofs_Bibiane
Kurata_Nathaly Hesse_Amandine
Zacarias_Marcela Garland_Joanna
Desai_Zeel Lourdes_Maria
Zakarlyuk_Marianna Mattek-Sands_Bethanie
Spigarelli_Martina Lemoine_Quirine
Pieri_Jessica Bolton_Elysia
Janicijevic_Selena Strycova_Barbora
Rodriguez_Victoria Hibi_Mayo
Abanda_Françoise Paulina_Maria
Brengle_Madison Vikhlyantseva_Natalia
Gavrila_Oana Mrdeza_Tereza
Eikeri_Ulrikke Yoruk_Ilay
Khirin_Nicole Sakatsume_Himeno
Jebawy_Jasmin Korpatsch_Tamara
Potapova_Anastasia Defalco_Jenna
Loredana_Ioana Hertel_Anna
Zuger_Joanne Barthel_Mona
Chwalinska_Maja Babel_Oceane
Hoste_Claudia Arcidiacono_Federica
Mendez_Seone Rogowska_Olivia
Bhosale_Rutuja Chang_Kai-chen
Sewing_Sofia Carrillo_Alba
Sabalenka_Aryna LovriC_Pia
Ramirez_Evita Hennemann_Caijsa
Fernandez_Leylah Stokke_Melanie
Davis_Emma Imanishi_Miharu
sramkova_Rebecca Bondarenko_Kateryna
Meyer_Luisa Samir_Sandra
Samavati_Sofia Yastremska_Dayana
Cornet_Alize Ying_Fang
Nahimana_Sada Minnen_Greet
Steur_Julyette Lindh_Emilie
Burel_Clara Lacasse_Raphaelle
Nefedova_Anastasia Bara_Irina
Pulchartova_Laetitia Kerkhove_Lesley
Sasnovich_Aliaksandra Gerlach_Katharina
Bouzo_Noelia Luca_Reka
Kolodziejova_Miriam Hsieh_Su-wei
Inglis_Maddison Sato_Naho
Brancaccio_Nuria Matsuda_Misaki
Guo_Meiqi Christie_Freya
Kurata_Nathaly Tomanova_Nikola
Zacarias_Marcela Desai_Zeel
Spigarelli_Martina Zakarlyuk_Marianna
Janicijevic_Selena Pieri_Jessica
Rodriguez_Victoria Abanda_Françoise
Gavrila_Oana Brengle_Madison
Eikeri_Ulrikke Khirin_Nicole
Jebawy_Jasmin Potapova_Anastasia
Loredana_Ioana Zuger_Joanne
Chwalinska_Maja Hoste_Claudia
Bhosale_Rutuja Mendez_Seone
Sewing_Sofia Sabalenka_Aryna
Fernandez_Leylah Ramirez_Evita
Davis_Emma sramkova_Rebecca
Samavati_Sofia Meyer_Luisa
Nahimana_Sada Cornet_Alize
Burel_Clara Steur_Julyette
Nefedova_Anastasia Pulchartova_Laetitia
Sasnovich_Aliaksandra Bouzo_Noelia
Kolodziejova_Miriam Inglis_Maddison
Brancaccio_Nuria Guo_Meiqi
Zacarias_Marcela Kurata_Nathaly
Spigarelli_Martina Janicijevic_Selena
Gavrila_Oana Rodriguez_Victoria
Eikeri_Ulrikke Jebawy_Jasmin
Chwalinska_Maja Loredana_Ioana
Bhosale_Rutuja Sewing_Sofia
Davis_Emma Fernandez_Leylah
Samavati_Sofia Nahimana_Sada
Nefedova_Anastasia Burel_Clara
Kolodziejova_Miriam Sasnovich_Aliaksandra
Brancaccio_Nuria Zacarias_Marcela
Gavrila_Oana Spigarelli_Martina
Eikeri_Ulrikke Chwalinska_Maja
